Elapsed mS,Variable1,Variable2,Variable3
5168,-0.299,0.007,-5.894
5169,-0.299,0.007,-5.894
5170,-0.299,0.007,-5.894
5171,-0.299,0.007,-5.894
5172,-0.299,0.007,-5.894
5173,-0.299,0.008,-5.894
5174,-0.299,0.008,-5.894
5175,-0.299,0.008,-5.894
5176,-0.299,0.008,-5.894
5177,-0.299,0.008,-5.894
5178,-0.299,0.008,-5.894
5179,-0.299,0.008,-5.894
5180,0.006,0.008,-9.596
5181,0.006,0.008,-9.596
5182,0.006,0.008,-9.596
5183,0.006,0.008,-9.596
5184,0.006,0.008,-9.596
5185,0.006,0.008,-9.596
5186,0.006,0.008,-9.596
5187,0.006,0.008,-9.596
5188,0.006,0.008,-9.596
5189,0.006,0.008,-9.596
5190,0.006,0.009,-9.596
5191,0.006,0.009,-9.596
5192,0.006,0.009,-9.596
5193,0.006,0.009,-9.596
5194,0.006,0.009,-9.596
5195,0.006,0.009,-9.596
5196,0.006,0.009,-9.596
5197,0.006,0.009,-6.833
5198,0.006,0.009,-6.833
5199,0.006,0.009,-6.833
5200,0.006,0.009,-6.833
5201,0.006,0.009,-6.833
5202,0.006,0.009,-6.833
5203,0.006,0.009,-6.833
5204,0.006,0.009,-6.833
5205,0.006,0.009,-6.833
5206,0.006,0.009,-6.833
5207,0.006,0.009,-6.833
5208,0.006,0.009,-6.833
5209,0.006,0.009,-6.833
5210,0.006,0.009,-6.833
5211,0.006,0.009,-6.833
5212,0.006,0.009,-6.833
5213,0.006,0.009,0.056
5214,0.006,0.009,0.056
5215,0.006,0.009,0.056
5216,0.006,0.009,0.056
5217,0.006,0.009,0.056
5218,0.006,0.009,0.056
5219,0.006,0.009,0.056
5220,0.006,0.009,0.056
5221,0.006,0.009,0.056
5222,0.006,0.009,0.056
5223,0.006,-0.007,0.056
5224,0.006,-0.007,0.056
5225,0.006,-0.007,0.056
5226,0.006,-0.007,0.056
5227,0.006,-0.007,0.056
5228,0.006,-0.007,0.056
5229,0.006,-0.007,0.056
5230,0.007,-0.007,0.071
5231,0.007,-0.007,0.071
5232,0.007,-0.007,0.071
5233,0.007,-0.007,0.071
5234,0.007,-0.007,0.071
5235,0.007,-0.007,0.071
5236,0.007,-0.007,0.071
5237,0.007,-0.007,0.071
5238,0.007,-0.007,0.071
5239,0.007,0.279,0.071
5240,0.007,0.279,0.071
5241,0.007,0.279,0.071
5242,0.007,0.279,0.071
5243,0.007,0.279,0.071
5244,0.007,0.279,0.071
5245,0.101,0.279,0.071
5246,0.101,0.279,0.072
5247,0.101,0.279,0.072
5248,0.101,0.279,0.072
5249,0.101,0.279,0.072
5250,0.101,0.279,0.072
5251,0.101,0.279,0.072
5252,0.101,0.279,0.072
5253,0.101,0.279,0.072
5254,0.101,0.279,0.072
5255,0.101,0.279,0.072
5256,0.101,0.228,0.072
5257,0.101,0.228,0.072
5258,0.101,0.228,0.072
5259,0.101,0.228,0.072
5260,0.342,0.228,0.072
5261,0.342,0.228,0.072
5262,0.342,0.228,0.072
5263,0.342,0.228,0.072
5264,0.342,0.228,0.072
5265,0.342,0.228,0.072
5266,0.342,0.228,0.072
5267,0.342,0.228,0.072
5268,0.342,0.228,0.072
5269,0.342,0.228,0.072
5270,0.342,0.228,0.072
5271,0.342,0.228,0.072
5272,0.342,-0.048,0.072
5273,0.342,-0.048,0.072
5274,0.345,-0.048,0.072
5275,0.345,-0.048,0.072
5276,0.345,-0.048,0.072
5277,0.345,-0.048,0.072
5278,0.345,-0.048,0.072
5279,0.345,-0.048,0.072
5280,0.345,-0.048,0.072
5281,0.345,-0.048,0.072
5282,0.345,-0.048,0.072
5283,0.345,-0.048,0.072
5284,0.345,-0.048,0.072
5285,0.345,-0.048,0.072
5286,0.345,-0.048,0.072
5287,0.345,-0.048,0.072
5288,0.01,-0.048,0.072
5289,0.01,-1.442,0.072
5290,0.01,-1.442,0.072
5291,0.01,-1.442,0.072
5292,0.01,-1.442,0.072
5293,0.01,-1.442,0.06
5294,0.01,-1.442,0.06
5295,0.01,-1.442,0.06
5296,0.01,-1.442,0.06
5297,0.01,-1.442,0.06
5298,0.01,-1.442,0.06
5299,0.01,-1.442,0.06
5300,0.01,-1.442,0.06
5301,0.01,-1.442,0.06
5302,-2.628,-1.442,0.06
5303,-2.628,-1.442,0.06
5304,-2.628,-1.442,0.06
5305,-2.628,-2.706,0.06
5306,-2.628,-2.706,0.06
5307,-2.628,-2.706,0.063
5308,-2.628,-2.706,0.063
5309,-2.628,-2.706,0.063
5310,-2.628,-2.706,0.063
5311,-2.628,-2.706,0.063
5312,-2.628,-2.706,0.063
5313,-2.628,-2.706,0.063
5314,-2.628,-2.706,0.063
5315,-2.628,-2.706,0.063
5316,-2.628,-2.706,0.063
5317,-2.628,-2.706,0.063
5318,-4.573,-2.706,0.063
5319,-4.573,-2.706,0.063
5320,-4.573,-1.99,0.063
5321,-4.573,-1.99,0.063
5322,-4.573,-1.99,0
5323,-4.573,-1.99,0
5324,-4.573,-1.99,0
5325,-4.573,-1.99,0
5326,-4.573,-1.99,0
5327,-4.573,-1.99,0
5328,-4.573,-1.99,0
5329,-4.573,-1.99,0
5330,-4.573,-1.99,0
5331,-4.573,-1.99,0
5332,-4.573,-1.99,0
5333,-4.573,-1.99,0
5334,-4.877,-1.99,0
5335,-4.877,-0.025,0
5336,-4.877,-0.025,0
5337,-4.877,-0.025,0
5338,-4.877,-0.025,-2.448
5339,-4.877,-0.025,-2.448
5340,-4.877,-0.025,-2.448
5341,-4.877,-0.025,-2.448
5342,-4.877,-0.025,-2.448
5343,-4.877,-0.025,-2.448
5344,-4.877,-0.025,-2.448
5345,-4.877,-0.025,-2.448
5346,-4.877,-0.025,-2.448
5347,-4.877,-0.025,-2.448
5348,-4.877,-0.025,-2.448
5349,-4.877,-0.025,-2.448
5350,-4.877,-0.025,-2.448
5351,-0.092,-0.025,-2.448
5352,-0.092,-0.025,-2.448
5353,-0.092,-0.025,-2.448
5354,-0.092,-0.025,-7.369
5355,-0.092,-0.025,-7.369
5356,-0.092,-0.025,-7.369
5357,-0.092,-0.025,-7.369
5358,-0.092,-0.025,-7.369
5359,-0.092,-0.025,-7.369
5360,-0.092,-0.025,-7.369
5361,-0.092,-0.025,-7.369
5362,-0.092,-0.025,-7.369
5363,-0.092,-0.025,-7.369
5364,-0.092,-0.025,-7.369
5365,-0.092,-0.024,-7.369
5366,-0.092,-0.024,-7.369
5367,0.011,-0.024,-7.369
5368,0.011,-0.024,-7.369
5369,0.011,-0.024,-7.369
5370,0.011,-0.024,-7.369
5371,0.011,-0.024,-12.243
5372,0.011,-0.024,-12.243
5373,0.011,-0.024,-12.243
5374,0.011,-0.024,-12.243
5375,0.011,-0.024,-12.243
5376,0.011,-0.024,-12.243
5377,0.011,-0.024,-12.243
5378,0.011,-0.024,-12.243
5379,0.011,-0.024,-12.243
5380,0.011,-0.024,-12.243
5381,0.011,-0.023,-12.243
5382,0.011,-0.023,-12.243
5383,0.011,-0.023,-12.243
5384,0.012,-0.023,-12.243
5385,0.012,-0.023,-12.243
5386,0.012,-0.023,-12.243
5387,0.012,-0.023,-1.079
5388,0.012,-0.023,-1.079
5389,0.012,-0.023,-1.079
5390,0.012,-0.023,-1.079
5391,0.012,-0.023,-1.079
5392,0.012,-0.023,-1.079
5393,0.012,-0.023,-1.079
5394,0.012,-0.023,-1.079
5395,0.012,-0.023,-1.079
5396,0.012,-0.023,-1.079
5397,0.012,-0.023,-1.079
5398,0.012,-0.012,-1.079
5399,0.012,-0.012,-1.079
5400,0.012,-0.012,-1.079
5401,0.012,-0.012,-1.079
5402,0.012,-0.012,-1.079
5403,0.012,-0.012,-1.079
5404,0.012,-0.012,-0.031
5405,0.012,-0.012,-0.031
5406,0.012,-0.012,-0.031
5407,0.012,-0.012,-0.031
5408,0.012,-0.012,-0.031
5409,0.012,-0.012,-0.031
5410,0.012,-0.012,-0.031
5411,0.012,-0.012,-0.031
5412,0.012,-0.012,-0.031
5413,0.012,-0.012,-0.031
5414,0.012,-0.012,-0.031
5415,0.012,0.086,-0.031
5416,0.012,0.086,-0.031
5417,0.012,0.086,-0.031
5418,0.012,0.086,-0.031
5419,0.012,0.086,-0.031
5420,0.012,0.086,-0.031
5421,0.012,0.086,-0.031
5422,0.012,0.086,-0.031
5423,0.012,0.086,-0.031
5424,0.012,0.086,-0.031
5425,0.012,0.086,-0.031
5426,0.012,0.086,-0.031
5427,0.214,0.086,-0.031
5428,0.214,0.086,-0.031
5429,0.214,0.086,-0.031
5430,0.214,0.086,-0.031
5431,0.214,0.134,-0.031
5432,0.214,0.134,-0.031
5433,0.214,0.134,-0.031
5434,0.214,0.134,-0.031
5435,0.214,0.134,-0.03
5436,0.214,0.134,-0.03
5437,0.214,0.134,-0.03
5438,0.214,0.134,-0.03
5439,0.214,0.134,-0.03
5440,0.214,0.134,-0.03
5441,0.21,0.134,-0.03
5442,0.21,0.134,-0.03
5443,0.21,0.134,-0.03
5444,0.21,0.134,-0.03
5445,0.21,0.134,-0.03
5446,0.21,0.134,-0.03
5447,0.21,0.134,-0.03
5448,0.21,0.094,-0.03
5449,0.21,0.094,-0.03
5450,0.21,0.094,-0.03
5451,0.21,0.094,-0.03
5452,0.21,0.094,-0.03
5453,0.21,0.094,-0.03
5454,0.21,0.094,-0.03
5455,0.21,0.094,-0.03
5456,0.159,0.094,-0.03
5457,0.159,0.094,-0.03
5458,0.159,0.094,-0.03
5459,0.159,0.094,-0.03
5460,0.159,0.094,-0.03
5461,0.159,0.094,-0.03
5462,0.159,0.094,-0.03
5463,0.159,0.094,-0.03
5464,0.159,0.094,-0.013
5465,0.159,-0.478,-0.013
5466,0.159,-0.478,-0.013
5467,0.159,-0.478,-0.013
5468,0.159,-0.478,-0.013
5469,0.159,-0.478,-0.013
5470,-0.791,-0.478,-0.013
5471,-0.791,-0.478,-0.013
5472,-0.791,-0.478,-0.013
5473,-0.791,-0.478,-0.013
5474,-0.791,-0.478,-0.013
5475,-0.791,-0.478,-0.013
5476,-0.791,-0.478,-0.013
5477,-0.791,-0.478,-0.013
5478,-0.791,-0.478,0.188
5479,-0.791,-0.478,0.188
5480,-0.791,-1.848,0.188
5481,-0.791,-1.848,0.188
5482,-0.791,-1.848,0.188
5483,-0.791,-1.848,0.188
5484,-0.791,-1.848,0.188
5485,-3.415,-1.848,0.188
5486,-3.415,-1.848,0.188
5487,-3.415,-1.848,0.188
5488,-3.415,-1.848,0.188
5489,-3.415,-1.848,0.188
5490,-3.415,-1.848,0.188
5491,-3.415,-1.848,0.188
5492,-3.415,-1.848,0.279
5493,-3.415,-1.848,0.279
5494,-3.415,-1.848,0.279
5495,-3.415,-3.753,0.279
5496,-3.415,-3.753,0.279
5497,-3.415,-3.753,0.279
5498,-3.415,-3.753,0.279
5499,-3.415,-3.753,0.279
5500,-3.415,-3.753,0.279
5501,-3.415,-3.753,0.279
5502,-6.256,-3.753,0.279
5503,-6.256,-3.753,0.279
5504,-6.256,-3.753,0.279
5505,-6.256,-3.753,0.279
5506,-6.256,-3.753,0.279
5507,-6.256,-3.753,0.279
5508,-6.256,-3.753,-0.014
5509,-6.256,-3.753,-0.014
5510,-6.256,-0.291,-0.014
5511,-6.256,-0.291,-0.014
5512,-6.256,-0.291,-0.014
5513,-6.256,-0.291,-0.014
5514,-6.256,-0.291,-0.014
5515,-6.256,-0.291,-0.014
5516,-6.256,-0.291,-0.014
5517,-6.256,-0.291,-0.014
5518,-1.807,-0.291,-0.014
5519,-1.807,-0.291,-0.014
5520,-1.807,-0.291,-0.014
5521,-1.807,-0.291,-0.014
5522,-1.807,-0.291,-0.014
5523,-1.807,-0.291,-0.014
5524,-1.807,-0.291,-0.014
5525,-1.807,-0.104,-4.553
5526,-1.807,-0.104,-4.553
5527,-1.807,-0.104,-4.553
5528,-1.807,-0.104,-4.553
5529,-1.807,-0.104,-4.553
5530,-1.807,-0.104,-4.553
5531,-1.807,-0.104,-4.553
5532,-1.807,-0.104,-4.553
5533,-1.807,-0.104,-4.553
5534,-1.807,-0.104,-4.553
5535,0.01,-0.104,-4.553
5536,0.01,-0.104,-4.553
5537,0.01,-0.104,-4.553
5538,0.01,-0.104,-4.553
5539,0.01,-0.104,-4.553
5540,0.01,-0.104,-4.553
5541,0.01,-0.104,-8.241
5542,0.01,-0.104,-8.241
5543,0.01,-0.104,-8.241
5544,0.01,-0.104,-8.241
5545,0.01,-0.104,-8.241
5546,0.01,-0.104,-8.241
5547,0.01,-0.104,-8.241
5548,0.01,-0.104,-8.241
5549,0.01,-0.104,-8.241
5550,0.01,-0.104,-8.241
5551,0.011,-0.104,-8.241
5552,0.011,-0.104,-8.241
5553,0.011,-0.104,-8.241
5554,0.011,-0.104,-8.241
5555,0.011,-0.104,-8.241
5556,0.011,-0.104,-8.241
5557,0.011,-0.104,-8.241
5558,0.011,-0.102,-10.156
5559,0.011,-0.102,-10.156
5560,0.011,-0.102,-10.156
5561,0.011,-0.102,-10.156
5562,0.011,-0.102,-10.156
5563,0.011,-0.102,-10.156
5564,0.011,-0.102,-10.156
5565,0.011,-0.102,-10.156
5566,0.011,-0.102,-10.156
5567,0.011,-0.102,-10.156
5568,0.011,-0.102,-10.156
5569,0.011,-0.102,-10.156
5570,0.011,-0.102,-10.156
5571,0.011,-0.102,-10.156
5572,0.011,-0.102,-10.156
5573,0.011,-0.102,-10.156
5574,0.011,-0.102,-10.156
5575,0.011,-0.102,-0.007
5576,0.011,-0.102,-0.007
5577,0.011,-0.102,-0.007
5578,0.011,-0.102,-0.007
5579,0.011,-0.102,-0.007
5580,0.011,-0.102,-0.007
5581,0.011,-0.102,-0.007
5582,0.011,-0.102,-0.007
5583,0.011,-0.102,-0.007
5584,0.011,-0.102,-0.007
5585,0.011,-0.102,-0.007
5586,0.011,-0.102,-0.007
5587,0.011,-0.102,-0.007
5588,0.011,-0.102,-0.007
5589,0.011,-0.102,0.018
5590,0.011,-0.102,0.018
5591,0.011,-0.042,0.018
5592,0.011,-0.042,0.018
5593,0.011,-0.042,0.018
5594,0.041,-0.042,0.018
5595,0.041,-0.042,0.018
5596,0.041,-0.042,0.018
5597,0.041,-0.042,0.018
5598,0.041,-0.042,0.018
5599,0.041,-0.042,0.018
5600,0.041,-0.042,0.018
5601,0.041,-0.042,0.018
5602,0.041,-0.042,0.018
5603,0.041,-0.042,0.019
5604,0.041,-0.042,0.019
5605,0.041,-0.042,0.019
5606,0.041,-0.042,0.019
5607,0.041,-0.042,0.019
5608,0.205,0.196,0.019
5609,0.205,0.196,0.019
5610,0.205,0.196,0.019
5611,0.205,0.196,0.019
5612,0.205,0.196,0.019
5613,0.205,0.196,0.019
5614,0.205,0.196,0.019
5615,0.205,0.196,0.019
5616,0.205,0.196,0.019
5617,0.205,0.196,0.019
5618,0.205,0.196,0.019
5619,0.205,0.196,0.019
5620,0.205,0.196,0.019
5621,0.205,0.196,0.019
5622,0.205,0.196,0.019
5623,0.205,0.196,0.019
5624,0.205,0.218,0.019
5625,0.205,0.218,0.019
5626,0.205,0.218,0.019
5627,0.205,0.218,0.019
5628,0.205,0.218,0.019
5629,0.205,0.218,0.019
5630,0.205,0.218,0.019
5631,0.205,0.218,0.019
5632,0.205,0.218,0.019
5633,0.205,0.218,0.019
5634,0.205,0.218,0.019
5635,0.205,0.218,0.019
5636,0.205,0.218,0.019
5637,0.123,0.218,0.019
5638,0.123,0.218,0.019
5639,0.123,0.218,0.019
5640,0.123,0.218,0.019
5641,0.123,0.135,0.019
5642,0.123,0.135,0.019
5643,0.123,0.135,0.019
5644,0.123,0.135,0.019
5645,0.123,0.135,0.019
5646,0.123,0.135,0.003
5647,0.123,0.135,0.003
5648,0.123,0.135,0.003
5649,0.123,0.135,0.003
5650,0.123,0.135,0.003
5651,-1.787,0.135,0.003
5652,-1.787,0.135,0.003
5653,-1.787,0.135,0.003
5654,-1.787,0.135,0.003
5655,-1.787,-1.04,0.003
5656,-1.787,-1.04,0.003
5657,-1.787,-1.04,0.003
5658,-1.787,-1.04,0.003
5659,-1.787,-1.04,0.003
5660,-1.787,-1.04,0.024
5661,-1.787,-1.04,0.024
5662,-1.787,-1.04,0.024
5663,-1.787,-1.04,0.024
5664,-1.787,-1.04,0.024
5665,-1.787,-1.04,0.024
5666,-1.787,-1.04,0.024
5667,-3.942,-1.04,0.024
5668,-3.942,-1.04,0.024
5669,-3.942,-2.111,0.024
5670,-3.942,-2.111,0.024
5671,-3.942,-2.111,0.024
5672,-3.942,-2.111,0.024
5673,-3.942,-2.111,0.024
5674,-3.942,-2.111,0.024
5675,-3.942,-2.111,-0.046
5676,-3.942,-2.111,-0.046
5677,-3.942,-2.111,-0.046
5678,-3.942,-2.111,-0.046
5679,-3.942,-2.111,-0.046
5680,-3.942,-2.111,-0.046
5681,-3.942,-2.111,-0.046
5682,-3.942,-2.111,-0.046
5683,-3.942,-3.151,-0.046
5684,-6.229,-3.151,-0.046
5685,-6.229,-3.151,-0.046
5686,-6.229,-3.151,-0.046
5687,-6.229,-3.151,-0.046
5688,-6.229,-3.151,-0.046
5689,-6.229,-3.151,-0.046
5690,-6.229,-3.151,-1.229
5691,-6.229,-3.151,-1.229
5692,-6.229,-3.151,-1.229
5693,-6.229,-3.151,-1.229
5694,-6.229,-3.151,-1.229
5695,-6.229,-3.151,-1.229
5696,-6.229,-3.151,-1.229
5697,-6.229,-3.151,-1.229
5698,-6.229,-0.145,-1.229
5699,-6.229,-0.145,-1.229
5700,-6.229,-0.145,-1.229
5701,-0.346,-0.145,-1.229
5702,-0.346,-0.145,-1.229
5703,-0.346,-0.145,-1.229
5704,-0.346,-0.145,-1.229
5705,-0.346,-0.145,-1.229
5706,-0.346,-0.145,-1.229
5707,-0.346,-0.145,-6.167
5708,-0.346,-0.145,-6.167
5709,-0.346,-0.145,-6.167
5710,-0.346,-0.145,-6.167
5711,-0.346,-0.145,-6.167
5712,-0.346,-0.145,-6.167
5713,-0.346,-0.145,-6.167
5714,-0.346,-0.145,-6.167
5715,-0.346,-0.129,-6.167
5716,-0.346,-0.129,-6.167
5717,-0.346,-0.129,-6.167
5718,-0.055,-0.129,-6.167
5719,-0.055,-0.129,-6.167
5720,-0.055,-0.129,-6.167
5721,-0.055,-0.129,-6.167
5722,-0.055,-0.129,-6.167
5723,-0.055,-0.129,-10.053
5724,-0.055,-0.129,-10.053
5725,-0.055,-0.129,-10.053
5726,-0.055,-0.129,-10.053
5727,-0.055,-0.129,-10.053
5728,-0.055,-0.129,-10.053
5729,-0.055,-0.129,-10.053
5730,-0.055,-0.129,-10.053
5731,-0.055,-0.129,-10.053
5732,-0.055,-0.128,-10.053
5733,-0.055,-0.128,-10.053
5734,-0.055,-0.128,-10.053
5735,-0.055,-0.128,-10.053
5736,-0.055,-0.128,-10.053
5737,-0.055,-0.128,-10.053
5738,-0.055,-0.128,-10.053
5739,-0.055,-0.128,-10.053
5740,-0.055,-0.128,-5.692
5741,-0.055,-0.128,-5.692
5742,-0.055,-0.128,-5.692
5743,-0.055,-0.128,-5.692
5744,-0.055,-0.128,-5.692
5745,-0.055,-0.128,-5.692
5746,-0.055,-0.128,-5.692
5747,-0.055,-0.128,-5.692
5748,-0.055,-0.128,-5.692
5749,-0.055,-0.127,-5.692
5750,-0.055,-0.127,-5.692
5751,-0.055,-0.127,-5.692
5752,-0.055,-0.127,-5.692
5753,-0.055,-0.127,-5.692
5754,-0.055,-0.127,-5.692
5755,-0.055,-0.127,-5.692
5756,-0.055,-0.127,-0.129
5757,-0.055,-0.127,-0.129
5758,-0.055,-0.127,-0.129
5759,-0.055,-0.127,-0.129
5760,-0.055,-0.127,-0.129
5761,-0.055,-0.127,-0.129
5762,-0.055,-0.127,-0.129
5763,-0.055,-0.127,-0.129
5764,-0.055,-0.127,-0.129
5765,-0.055,-0.126,-0.129
5766,-0.055,-0.126,-0.129
5767,-0.055,-0.126,-0.129
5768,-0.055,-0.126,-0.129
5769,-0.055,-0.126,-0.129
5770,-0.055,-0.126,-0.129
5771,-0.055,-0.126,-0.128
5772,-0.055,-0.126,-0.128
5773,-0.055,-0.126,-0.128
5774,-0.055,-0.126,-0.128
5775,-0.055,-0.126,-0.128
5776,0.112,-0.126,-0.128
5777,0.112,-0.126,-0.128
5778,0.112,-0.126,-0.128
5779,0.112,-0.126,-0.128
5780,0.112,-0.126,-0.128
5781,0.112,-0.126,-0.128
5782,0.112,-0.014,-0.128
5783,0.112,-0.014,-0.128
5784,0.112,-0.014,-0.128
5785,0.112,-0.014,-0.128
5786,0.112,-0.014,-0.128
5787,0.112,-0.014,-0.128
5788,0.112,-0.014,-0.128
5789,0.112,-0.014,-0.128
5790,0.112,-0.014,-0.128
5791,0.116,-0.014,-0.128
5792,0.116,-0.014,-0.128
5793,0.116,-0.014,-0.128
5794,0.116,-0.014,-0.128
5795,0.116,-0.014,-0.128
5796,0.116,-0.014,-0.128
5797,0.116,-0.014,-0.128
5798,0.116,0.166,-0.128
5799,0.116,0.166,-0.128
5800,0.116,0.166,-0.128
5801,0.116,0.166,-0.128
5802,0.116,0.166,-0.128
5803,0.116,0.166,-0.128
5804,0.116,0.166,-0.128
5805,0.095,0.166,-0.128
5806,0.095,0.166,-0.128
5807,0.095,0.166,-0.128
5808,0.095,0.166,-0.128
5809,0.095,0.166,-0.128
5810,0.095,0.166,-0.128
5811,0.095,0.166,-0.128
5812,0.095,0.166,-0.128
5813,0.095,0.166,-0.127
5814,0.095,0.101,-0.127
5815,0.095,0.101,-0.127
5816,0.095,0.101,-0.127
5817,0.095,0.101,-0.127
5818,0.095,0.101,-0.127
5819,-0.27,0.101,-0.127
5820,-0.27,0.101,-0.127
5821,-0.27,0.101,-0.127
5822,-0.27,0.101,-0.127
5823,-0.27,0.101,-0.127
5824,-0.27,0.101,-0.127
5825,-0.27,0.101,-0.127
5826,-0.27,0.101,-0.127
5827,-0.27,0.101,-0.127
5828,-0.27,0.101,0.029
5829,-0.27,-0.174,0.029
5830,-0.27,-0.174,0.029
5831,-0.27,-0.174,0.029
5832,-0.27,-0.174,0.029
5833,-0.27,-0.174,0.029
5834,-0.27,-0.174,0.029
5835,-2.76,-0.174,0.029
5836,-2.76,-0.174,0.029
5837,-2.76,-0.174,0.029
5838,-2.76,-0.174,0.029
5839,-2.76,-0.174,0.029
5840,-2.76,-0.174,0.029
5841,-2.76,-0.174,0.029
5842,-2.76,-0.174,0.095
5843,-2.76,-1.529,0.095
5844,-2.76,-1.529,0.095
5845,-2.76,-1.529,0.095
5846,-2.76,-1.529,0.095
5847,-2.76,-1.529,0.095
5848,-2.76,-1.529,0.095
5849,-2.76,-1.529,0.095
5850,-2.76,-1.529,0.095
5851,-4.811,-1.529,0.095
5852,-4.811,-1.529,0.095
5853,-4.811,-1.529,0.095
5854,-4.811,-1.529,0.095
5855,-4.811,-1.529,0.095
5856,-4.811,-1.529,0.095
5857,-4.811,-1.529,0.095
5858,-4.811,-2.909,0.019
5859,-4.811,-2.909,0.019
5860,-4.811,-2.909,0.019
5861,-4.811,-2.909,0.019
5862,-4.811,-2.909,0.019
5863,-4.811,-2.909,0.019
5864,-4.811,-2.909,0.019
5865,-4.811,-2.909,0.019
5866,-4.811,-2.909,0.019
5867,-4.811,-2.909,0.019
5868,-4.335,-2.909,0.019
5869,-4.335,-2.909,0.019
5870,-4.335,-2.909,0.019
5871,-4.335,-2.909,0.019
5872,-4.335,-2.909,0.019
5873,-4.335,-2.909,0.019
5874,-4.335,-1.747,0.019
5875,-4.335,-1.747,-2.861
5876,-4.335,-1.747,-2.861
5877,-4.335,-1.747,-2.861
5878,-4.335,-1.747,-2.861
5879,-4.335,-1.747,-2.861
5880,-4.335,-1.747,-2.861
5881,-4.335,-1.747,-2.861
5882,-4.335,-1.747,-2.861
5883,-0.085,-1.747,-2.861
5884,-0.085,-1.747,-2.861
5885,-0.085,-1.747,-2.861
5886,-0.085,-1.747,-2.861
5887,-0.085,-1.747,-2.861
5888,-0.085,-1.747,-2.861
5889,-0.085,-1.747,-2.861
5890,-0.085,-1.747,-2.861
5891,-0.085,-0.134,-7.554
5892,-0.085,-0.134,-7.554
5893,-0.085,-0.134,-7.554
5894,-0.085,-0.134,-7.554
5895,-0.085,-0.134,-7.554
5896,-0.085,-0.134,-7.554
5897,-0.085,-0.134,-7.554
5898,-0.085,-0.134,-7.554
5899,-0.085,-0.134,-7.554
5900,-0.008,-0.134,-7.554
5901,-0.008,-0.134,-7.554
5902,-0.008,-0.134,-7.554
5903,-0.008,-0.134,-7.554
5904,-0.008,-0.134,-7.554
5905,-0.008,-0.134,-7.554
5906,-0.008,-0.134,-7.554
5907,-0.008,-0.134,-7.554
5908,-0.008,-0.132,-12.292
5909,-0.008,-0.132,-12.292
5910,-0.008,-0.132,-12.292
5911,-0.008,-0.132,-12.292
5912,-0.008,-0.132,-12.292
5913,-0.008,-0.132,-12.292
5914,-0.007,-0.132,-12.292
5915,-0.007,-0.132,-12.292
5916,-0.007,-0.132,-12.292
5917,-0.007,-0.132,-12.292
5918,-0.007,-0.132,-12.292
5919,-0.007,-0.132,-12.292
5920,-0.007,-0.132,-12.292
5921,-0.007,-0.132,-12.292
5922,-0.007,-0.132,-12.292
5923,-0.007,-0.132,-12.292
5924,-0.007,-0.13,-0.414
5925,-0.007,-0.13,-0.414
5926,-0.007,-0.13,-0.414
5927,-0.007,-0.13,-0.414
5928,-0.006,-0.13,-0.414
5929,-0.006,-0.13,-0.414
5930,-0.006,-0.13,-0.414
5931,-0.006,-0.13,-0.414
5932,-0.006,-0.13,-0.414
5933,-0.006,-0.13,-0.414
5934,-0.006,-0.13,-0.414
5935,-0.006,-0.13,-0.414
5936,-0.006,-0.13,-0.414
5937,-0.006,-0.13,-0.414
5938,-0.006,-0.13,-0.414
5939,-0.006,-0.13,-0.041
5940,-0.006,-0.13,-0.041
5941,-0.006,-0.129,-0.041
5942,-0.006,-0.129,-0.041
5943,-0.006,-0.129,-0.041
5944,-0.006,-0.129,-0.041
5945,-0.006,-0.129,-0.041
5946,-0.006,-0.129,-0.041
5947,-0.006,-0.129,-0.041
5948,-0.006,-0.129,-0.041
5949,-0.006,-0.129,-0.041
5950,-0.006,-0.129,-0.041
5951,-0.006,-0.129,-0.041
5952,-0.006,-0.129,-0.041
5953,-0.006,-0.129,-0.04
5954,-0.006,-0.129,-0.04
5955,-0.006,-0.115,-0.04
5956,-0.006,-0.115,-0.04
5957,0.164,-0.115,-0.04
5958,0.164,-0.115,-0.04
5959,0.164,-0.115,-0.04
5960,0.164,-0.115,-0.04
5961,0.164,-0.115,-0.04
5962,0.164,-0.115,-0.04
5963,0.164,-0.115,-0.04
5964,0.164,-0.115,-0.04
5965,0.164,-0.115,-0.04
5966,0.164,-0.115,-0.04
5967,0.164,-0.115,-0.04
5968,0.164,-0.115,-0.04
5969,0.164,-0.115,-0.04
5970,0.164,0.14,-0.04
5971,0.161,0.14,-0.04
5972,0.161,0.14,-0.04
5973,0.161,0.14,-0.04
5974,0.161,0.14,-0.04
5975,0.161,0.14,-0.04
5976,0.161,0.14,-0.04
5977,0.161,0.14,-0.04
5978,0.161,0.14,-0.04
5979,0.161,0.14,-0.04
5980,0.161,0.14,-0.04
5981,0.161,0.14,-0.04
5982,0.161,0.14,-0.04
5983,0.161,0.14,-0.04
5984,0.161,0.14,-0.04
5985,0.104,0.217,-0.04
5986,0.104,0.217,-0.04
5987,0.104,0.217,-0.04
5988,0.104,0.217,-0.04
5989,0.104,0.217,-0.04
5990,0.104,0.217,-0.04
5991,0.104,0.217,-0.04
5992,0.104,0.217,-0.04
5993,0.104,0.217,-0.04
5994,0.104,0.217,-0.04
5995,0.104,0.217,-0.024
5996,0.104,0.217,-0.024
5997,0.104,0.217,-0.024
5998,0.104,0.217,-0.024
